-5, 4.5, 1.2,0.0,0,0.0,1,0.5
gate.urdf,-1.1, -1.6, 3.6,0.0,0,0.0,1,0.5
gate.urdf,9.2, 6.6, 1.0,0.0,0,0.0,1,0.5
gate.urdf,9.2, -4.0, 1.2,0.0,0,0.0,1,0.5
gate.urdf,-4.5, -6.0, 3.5,0.0,0,0.0,1,0.5
gate.urdf,-4.5, -6.0, 0.8,0.0,0,0.0,1,0.5
gate.urdf,4.75, -0.9, 1.2,0.0,0,0.0,1,0.5
gate.urdf,-2.8, 6.8, 1.2,0.0,0,0.0,1,0.5
gate.urdf,-1.1, -1.6, 3.6,0.0,0,0.0,1,0.5
gate.urdf,9.2, 6.6, 1.0,0.0,0,0.0,1,0.5
gate.urdf,9.2, -4.0, 1.2,0.0,0,0.0,1,0.5
gate.urdf,-4.5, -6.0, 3.5,0.0,0,0.0,1,0.5
gate.urdf,-4.5, -6.0, 0.8,0.0,0,0.0,1,0.5
gate.urdf,4.75, -0.9, 1.2,0.0,0,0.0,1,0.5
gate.urdf,2.8, 6.8, 1.2,0.0,0,0.0,1,0.5
gate.urdf,1.1, -1.6, 3.6,0.0,0,0.0,1,0.5
gate.urdf,9.2, 6.6, 1.0,0.0,0,0.0,1,0.5
gate.urdf,9.2, -4.0, 1.2,0.0,0,0.0,1,0.5
gate.urdf,-4.5, -6.0, 3.5,0.0,0,0.0,1,0.5
gate.urdf,-4.5, -6.0, 0.8,0.0,0,0.0,1,0.5
